shipping_id,order_id,shipping_date,return_date,shipping_providers,delivery_status
1594,6594,04/04/2022,,bluedart,In Transit
1595,6595,16/07/2023,21/07/2023,ups,Returned
1596,6596,18/12/2023,,ups,In Transit
1597,6597,15/05/2020,24/05/2020,bluedart,Returned
1598,6598,31/01/2022,,ups,In Transit
1599,6599,11/11/2022,,ups,In Transit
1600,6600,13/04/2024,23/04/2024,ups,Returned
1601,6601,15/02/2023,,bluedart,Delivered
1602,6602,20/07/2022,,bluedart,In Transit
1603,6603,21/02/2021,,bluedart,In Transit
1604,6604,29/12/2024,,fedex,Delivered
1605,6605,08/11/2024,,ups,Delivered
1606,6606,27/12/2024,,dhl,Delivered
1607,6607,30/12/2024,04/01/2025,fedex,Returned
1608,6608,05/11/2023,09/11/2023,ups,Returned
1609,6609,07/09/2020,,bluedart,In Transit
1610,6610,10/05/2023,15/05/2023,dhl,Returned
1611,6611,08/09/2021,,ups,Delivered
1612,6612,19/05/2024,28/05/2024,bluedart,Returned
1613,6613,28/11/2021,,dhl,In Transit
1614,6614,26/04/2020,29/04/2020,dhl,Returned
1615,6615,14/05/2023,,dhl,Delivered
1616,6616,05/06/2023,15/06/2023,ups,Returned
1617,6617,20/05/2024,,dhl,In Transit
1618,6618,29/01/2023,08/02/2023,ups,Returned
1619,6619,17/12/2021,22/12/2021,dhl,Returned
1620,6620,07/12/2020,,fedex,Delivered
1621,6621,08/09/2022,11/09/2022,bluedart,Returned
1622,6622,13/08/2022,,bluedart,Delivered
1623,6623,11/02/2020,,ups,In Transit
1624,6624,31/07/2023,07/08/2023,ups,Returned
1625,6625,24/08/2021,,ups,In Transit
1626,6626,05/10/2020,09/10/2020,dhl,Returned
1627,6627,07/12/2023,,fedex,In Transit
1628,6628,01/04/2021,,fedex,In Transit
1629,6629,10/04/2022,,fedex,Delivered
1630,6630,05/09/2020,,fedex,In Transit
1631,6631,28/10/2024,02/11/2024,fedex,Returned
1632,6632,28/08/2021,,ups,Delivered
1633,6633,25/10/2022,,fedex,Delivered
1634,6634,20/06/2022,,dhl,In Transit
1635,6635,22/07/2024,26/07/2024,dhl,Returned
1636,6636,21/12/2020,,dhl,Delivered
1637,6637,20/07/2024,28/07/2024,ups,Returned
1638,6638,25/02/2022,01/03/2022,dhl,Returned
1639,6639,13/12/2023,23/12/2023,fedex,Returned
1640,6640,10/09/2021,19/09/2021,ups,Returned
1641,6641,02/01/2024,,ups,In Transit
1642,6642,06/09/2024,09/09/2024,dhl,Returned
1643,6643,07/05/2024,,fedex,Delivered
1644,6644,06/03/2023,,fedex,In Transit
1645,6645,24/12/2021,29/12/2021,bluedart,Returned
1646,6646,22/06/2021,,bluedart,Delivered
1647,6647,02/06/2020,,bluedart,Delivered
1648,6648,21/07/2020,,ups,In Transit
1649,6649,18/12/2022,,ups,In Transit
1650,6650,07/07/2020,,bluedart,In Transit
1651,6651,21/08/2022,,fedex,In Transit
1652,6652,13/01/2023,22/01/2023,fedex,Returned
1653,6653,30/12/2024,08/01/2025,bluedart,Returned
1654,6654,10/03/2023,15/03/2023,ups,Returned
1655,6655,17/11/2023,26/11/2023,bluedart,Returned
1656,6656,26/03/2023,,ups,In Transit
1657,6657,11/03/2021,,ups,Delivered
1658,6658,06/04/2022,,fedex,In Transit
1659,6659,04/01/2021,,bluedart,In Transit
1660,6660,08/03/2022,,dhl,Delivered
1661,6661,21/11/2023,26/11/2023,dhl,Returned
1662,6662,08/03/2020,13/03/2020,fedex,Returned
1663,6663,18/06/2024,27/06/2024,bluedart,Returned
1664,6664,26/09/2023,,ups,In Transit
1665,6665,20/09/2023,,bluedart,In Transit
1666,6666,15/12/2021,24/12/2021,fedex,Returned
1667,6667,03/08/2020,,ups,In Transit
1668,6668,06/11/2020,,fedex,Delivered
1669,6669,27/11/2023,,ups,In Transit
1670,6670,02/06/2021,,bluedart,In Transit
1671,6671,19/01/2022,,ups,In Transit
1672,6672,23/08/2024,,ups,Delivered
1673,6673,19/04/2022,,dhl,In Transit
1674,6674,13/01/2022,,dhl,Delivered
1675,6675,28/06/2021,,ups,In Transit
1676,6676,11/10/2021,,ups,In Transit
1677,6677,03/06/2021,,bluedart,In Transit
1678,6678,28/02/2024,06/03/2024,fedex,Returned
1679,6679,19/04/2022,,fedex,In Transit
1680,6680,20/12/2021,,dhl,Delivered
1681,6681,05/08/2021,,ups,In Transit
1682,6682,21/11/2024,01/12/2024,dhl,Returned
1683,6683,22/03/2021,,ups,Delivered
1684,6684,04/03/2021,,dhl,In Transit
1685,6685,27/05/2020,31/05/2020,fedex,Returned
1686,6686,09/02/2021,,fedex,In Transit
1687,6687,21/01/2020,,fedex,In Transit
1688,6688,09/05/2022,17/05/2022,fedex,Returned
1689,6689,23/01/2023,,bluedart,In Transit
1690,6690,20/03/2023,30/03/2023,fedex,Returned
1691,6691,28/07/2022,,fedex,In Transit
1692,6692,01/07/2021,10/07/2021,ups,Returned
1693,6693,02/06/2024,,ups,In Transit
1694,6694,08/10/2020,11/10/2020,bluedart,Returned
1695,6695,27/09/2024,,bluedart,Delivered
1696,6696,02/02/2022,06/02/2022,fedex,Returned
1697,6697,27/01/2024,30/01/2024,dhl,Returned
1698,6698,07/04/2023,,dhl,Delivered
1699,6699,15/08/2024,,dhl,In Transit
1700,6700,25/03/2024,30/03/2024,ups,Returned
1701,6701,30/11/2023,10/12/2023,dhl,Returned
1702,6702,29/06/2024,,ups,Delivered
1703,6703,09/12/2023,,ups,Delivered
1704,6704,01/10/2023,,ups,In Transit
1705,6705,27/01/2024,,ups,In Transit
1706,6706,10/11/2020,,dhl,In Transit
1707,6707,13/09/2020,,bluedart,Delivered
1708,6708,26/02/2021,05/03/2021,fedex,Returned
1709,6709,24/03/2021,,fedex,In Transit
1710,6710,24/06/2020,02/07/2020,dhl,Returned
1711,6711,10/09/2021,15/09/2021,bluedart,Returned
1712,6712,23/08/2021,28/08/2021,bluedart,Returned
1713,6713,03/03/2023,,bluedart,In Transit
1714,6714,08/05/2022,,dhl,In Transit
1715,6715,27/04/2024,03/05/2024,fedex,Returned
1716,6716,14/06/2020,,dhl,Delivered
1717,6717,18/07/2022,25/07/2022,fedex,Returned
1718,6718,28/10/2024,,bluedart,Delivered
1719,6719,15/10/2023,20/10/2023,ups,Returned
1720,6720,08/09/2020,,dhl,In Transit
1721,6721,03/04/2020,,fedex,In Transit
1722,6722,11/08/2024,,ups,Delivered
1723,6723,01/03/2020,09/03/2020,fedex,Returned
1724,6724,01/12/2021,10/12/2021,dhl,Returned
1725,6725,23/05/2024,,fedex,In Transit
1726,6726,05/01/2021,,ups,Delivered
1727,6727,13/08/2023,,ups,Delivered
1728,6728,25/05/2022,,ups,In Transit
1729,6729,31/01/2022,,dhl,In Transit
1730,6730,23/03/2024,,dhl,Delivered
1731,6731,25/10/2020,,bluedart,Delivered
1732,6732,20/03/2023,27/03/2023,fedex,Returned
1733,6733,31/10/2020,08/11/2020,bluedart,Returned
1734,6734,22/11/2020,,ups,In Transit
1735,6735,07/12/2020,15/12/2020,bluedart,Returned
1736,6736,11/07/2023,,bluedart,Delivered
1737,6737,16/12/2024,23/12/2024,dhl,Returned
1738,6738,05/12/2021,14/12/2021,bluedart,Returned
1739,6739,31/07/2022,,bluedart,In Transit
1740,6740,17/08/2020,,dhl,Delivered
1741,6741,13/02/2024,,dhl,In Transit
1742,6742,27/04/2024,,ups,Delivered
1743,6743,23/04/2020,,dhl,In Transit
1744,6744,20/04/2021,,bluedart,Delivered
1745,6745,04/11/2022,,bluedart,In Transit
1746,6746,28/04/2024,,fedex,In Transit
1747,6747,03/08/2023,,fedex,In Transit
1748,6748,03/08/2023,,fedex,Delivered
1749,6749,29/09/2021,,dhl,Delivered
1750,6750,18/04/2022,,ups,In Transit
1751,6751,21/06/2022,30/06/2022,bluedart,Returned
1752,6752,14/08/2021,22/08/2021,ups,Returned
1753,6753,02/08/2021,,dhl,In Transit
1754,6754,02/07/2022,,ups,Delivered
1755,6755,30/07/2023,,bluedart,Delivered
1756,6756,07/05/2023,,fedex,Delivered
1757,6757,25/02/2022,,bluedart,Delivered
1758,6758,08/04/2020,,bluedart,In Transit
1759,6759,09/02/2020,,ups,Delivered
1760,6760,29/07/2024,,bluedart,In Transit
1761,6761,29/04/2023,,dhl,Delivered
1762,6762,13/08/2024,21/08/2024,fedex,Returned
1763,6763,31/01/2020,08/02/2020,bluedart,Returned
1764,6764,07/04/2024,,bluedart,In Transit
1765,6765,01/06/2020,,ups,Delivered
1766,6766,25/06/2023,,fedex,In Transit
1767,6767,02/07/2021,,ups,Delivered
1768,6768,21/07/2022,,dhl,In Transit
1769,6769,09/10/2024,13/10/2024,dhl,Returned
1770,6770,21/01/2022,,ups,Delivered
1771,6771,28/11/2023,,ups,In Transit
1772,6772,12/07/2024,,dhl,In Transit
1773,6773,24/02/2023,03/03/2023,dhl,Returned
1774,6774,30/10/2022,,ups,Delivered
1775,6775,12/04/2021,,fedex,In Transit
1776,6776,01/07/2023,,bluedart,Delivered
1777,6777,25/06/2024,,ups,In Transit
1778,6778,07/06/2021,,fedex,Delivered
1779,6779,12/11/2022,,ups,In Transit
1780,6780,10/08/2023,,fedex,In Transit
1781,6781,14/06/2022,,dhl,In Transit
1782,6782,14/01/2023,,bluedart,Delivered
1783,6783,27/03/2024,,dhl,In Transit
1784,6784,22/08/2021,,ups,Delivered
1785,6785,25/04/2022,,dhl,Delivered
1786,6786,01/03/2022,,ups,Delivered
1787,6787,06/02/2022,13/02/2022,fedex,Returned
1788,6788,02/04/2022,08/04/2022,bluedart,Returned
1789,6789,09/06/2023,14/06/2023,dhl,Returned
1790,6790,30/06/2024,,fedex,In Transit
1791,6791,24/08/2024,02/09/2024,ups,Returned
1792,6792,24/08/2020,27/08/2020,fedex,Returned
1793,6793,19/12/2022,,dhl,Delivered
1794,6794,05/10/2024,,dhl,In Transit
1795,6795,16/02/2022,,dhl,In Transit
1796,6796,04/03/2024,,ups,In Transit
1797,6797,17/12/2022,,ups,Delivered
1798,6798,22/01/2023,,bluedart,In Transit
1799,6799,23/01/2021,,dhl,In Transit
1800,6800,20/04/2021,,ups,In Transit
1801,6801,06/05/2021,,fedex,In Transit
1802,6802,27/02/2024,02/03/2024,ups,Returned
1803,6803,03/06/2024,06/06/2024,dhl,Returned
1804,6804,03/06/2021,,ups,Delivered
1805,6805,24/02/2022,02/03/2022,dhl,Returned
1806,6806,20/06/2021,,fedex,In Transit
1807,6807,17/12/2024,,bluedart,Delivered
1808,6808,05/01/2023,,fedex,Delivered
1809,6809,02/02/2022,,bluedart,In Transit
1810,6810,01/08/2021,,fedex,Delivered
1811,6811,10/01/2024,14/01/2024,bluedart,Returned
1812,6812,01/04/2024,11/04/2024,ups,Returned
1813,6813,23/10/2022,30/10/2022,ups,Returned
1814,6814,17/07/2020,,fedex,Delivered
1815,6815,30/04/2022,,ups,In Transit
1816,6816,30/03/2024,,bluedart,In Transit
1817,6817,27/04/2022,05/05/2022,bluedart,Returned
1818,6818,18/07/2020,,ups,In Transit
1819,6819,18/01/2022,,ups,Delivered
1820,6820,16/01/2021,,bluedart,Delivered
1821,6821,16/03/2023,21/03/2023,fedex,Returned
1822,6822,17/03/2022,26/03/2022,dhl,Returned
1823,6823,18/06/2022,26/06/2022,ups,Returned
1824,6824,09/04/2020,,bluedart,Delivered
1825,6825,15/05/2023,,fedex,Delivered
1826,6826,25/10/2022,03/11/2022,ups,Returned
1827,6827,18/04/2021,,fedex,Delivered
1828,6828,10/06/2022,18/06/2022,dhl,Returned
1829,6829,22/02/2021,,ups,Delivered
1830,6830,28/08/2021,,fedex,In Transit
1831,6831,16/11/2023,19/11/2023,fedex,Returned
1832,6832,01/05/2022,,bluedart,Delivered
1833,6833,27/12/2021,,fedex,In Transit
1834,6834,21/04/2022,,dhl,In Transit
1835,6835,27/06/2022,,bluedart,Delivered
1836,6836,09/01/2022,18/01/2022,dhl,Returned
1837,6837,21/12/2021,,bluedart,Delivered
1838,6838,23/05/2022,,bluedart,In Transit
1839,6839,09/11/2022,,bluedart,Delivered
1840,6840,29/12/2024,02/01/2025,bluedart,Returned
1841,6841,23/05/2022,01/06/2022,bluedart,Returned
1842,6842,22/04/2023,02/05/2023,fedex,Returned
1843,6843,24/04/2021,04/05/2021,ups,Returned
1844,6844,06/10/2023,16/10/2023,ups,Returned
1845,6845,22/08/2023,,dhl,In Transit
1846,6846,13/07/2022,,dhl,Delivered
1847,6847,13/01/2021,,ups,Delivered
1848,6848,09/12/2023,,dhl,Delivered
1849,6849,10/10/2020,,dhl,Delivered
1850,6850,06/01/2020,,bluedart,Delivered
1851,6851,09/06/2024,19/06/2024,dhl,Returned
1852,6852,27/10/2020,,bluedart,Delivered
1853,6853,11/08/2021,18/08/2021,bluedart,Returned
1854,6854,16/07/2022,19/07/2022,dhl,Returned
1855,6855,05/08/2021,13/08/2021,bluedart,Returned
1856,6856,24/07/2020,,ups,Delivered
1857,6857,11/03/2020,,dhl,In Transit
1858,6858,03/03/2024,09/03/2024,fedex,Returned
1859,6859,21/07/2021,,dhl,Delivered
1860,6860,08/02/2020,14/02/2020,dhl,Returned
1861,6861,04/06/2024,,dhl,Delivered
1862,6862,25/09/2022,,dhl,Delivered
1863,6863,13/11/2023,,bluedart,Delivered
1864,6864,12/06/2022,,ups,Delivered
1865,6865,12/01/2022,,dhl,Delivered
1866,6866,05/09/2023,,ups,In Transit
1867,6867,23/05/2024,,ups,Delivered
1868,6868,01/09/2023,07/09/2023,fedex,Returned
1869,6869,18/07/2021,,fedex,In Transit
1870,6870,25/11/2022,,bluedart,Delivered
1871,6871,28/03/2024,,dhl,Delivered
1872,6872,23/09/2022,,bluedart,In Transit
1873,6873,29/02/2020,,dhl,Delivered
1874,6874,11/07/2023,19/07/2023,ups,Returned
1875,6875,11/11/2022,,dhl,In Transit
1876,6876,02/02/2021,12/02/2021,bluedart,Returned
1877,6877,30/12/2021,,fedex,Delivered
1878,6878,26/08/2023,30/08/2023,dhl,Returned
1879,6879,21/10/2021,26/10/2021,fedex,Returned
1880,6880,10/03/2023,,ups,Delivered
1881,6881,12/03/2021,,fedex,In Transit
1882,6882,29/04/2022,,fedex,In Transit
1883,6883,02/12/2021,06/12/2021,ups,Returned
1884,6884,08/02/2023,,ups,Delivered
1885,6885,29/04/2021,02/05/2021,dhl,Returned
1886,6886,26/07/2021,02/08/2021,ups,Returned
1887,6887,16/06/2020,,dhl,In Transit
1888,6888,04/12/2022,,fedex,Delivered
1889,6889,04/11/2022,,ups,Delivered
1890,6890,20/01/2023,27/01/2023,fedex,Returned
1891,6891,10/08/2023,,ups,In Transit
1892,6892,20/01/2021,,dhl,Delivered
1893,6893,22/09/2020,,bluedart,Delivered
1894,6894,07/07/2023,,fedex,Delivered
1895,6895,30/01/2024,,ups,In Transit
1896,6896,08/11/2021,17/11/2021,fedex,Returned
1897,6897,28/04/2023,,dhl,Delivered
1898,6898,17/10/2024,22/10/2024,fedex,Returned
1899,6899,21/01/2023,,bluedart,Delivered
1900,6900,21/04/2021,25/04/2021,dhl,Returned
1901,6901,07/01/2023,12/01/2023,bluedart,Returned
1902,6902,21/08/2020,29/08/2020,bluedart,Returned
1903,6903,21/09/2022,,dhl,Delivered
1904,6904,02/06/2020,,fedex,In Transit
1905,6905,10/08/2023,14/08/2023,fedex,Returned
1906,6906,23/03/2020,,bluedart,Delivered
1907,6907,15/03/2024,,fedex,Delivered
1908,6908,21/05/2021,,ups,In Transit
1909,6909,01/03/2023,09/03/2023,dhl,Returned
1910,6910,05/03/2023,14/03/2023,bluedart,Returned
1911,6911,25/02/2021,,ups,Delivered
1912,6912,21/07/2023,,dhl,Delivered
1913,6913,06/10/2023,10/10/2023,bluedart,Returned
1914,6914,25/10/2020,03/11/2020,bluedart,Returned
1915,6915,19/02/2022,,dhl,Delivered
1916,6916,24/04/2020,,fedex,In Transit
1917,6917,14/05/2021,,ups,In Transit
1918,6918,22/08/2023,,fedex,Delivered
1919,6919,03/10/2024,12/10/2024,fedex,Returned
1920,6920,21/02/2022,03/03/2022,dhl,Returned
1921,6921,09/06/2024,19/06/2024,ups,Returned
1922,6922,16/09/2024,,fedex,Delivered
1923,6923,06/01/2023,10/01/2023,ups,Returned
1924,6924,04/11/2023,10/11/2023,bluedart,Returned
1925,6925,24/08/2022,01/09/2022,ups,Returned
1926,6926,30/08/2023,,fedex,In Transit
1927,6927,23/09/2024,,fedex,Delivered
1928,6928,15/08/2020,,ups,In Transit
1929,6929,21/04/2024,27/04/2024,ups,Returned
1930,6930,18/08/2023,,ups,Delivered
1931,6931,08/10/2023,18/10/2023,fedex,Returned
1932,6932,08/02/2022,,ups,In Transit
1933,6933,12/11/2021,,ups,Delivered
1934,6934,14/07/2024,23/07/2024,dhl,Returned
1935,6935,02/06/2021,,fedex,In Transit
1936,6936,04/10/2022,13/10/2022,fedex,Returned
1937,6937,17/03/2021,,bluedart,Delivered
1938,6938,03/10/2020,07/10/2020,dhl,Returned
1939,6939,08/09/2024,,fedex,Delivered
1940,6940,27/02/2023,,fedex,In Transit
1941,6941,13/03/2023,,dhl,In Transit
1942,6942,27/08/2020,,dhl,In Transit
1943,6943,22/01/2020,01/02/2020,dhl,Returned
1944,6944,16/02/2023,,fedex,In Transit
1945,6945,13/07/2023,18/07/2023,ups,Returned
1946,6946,20/05/2022,,dhl,In Transit
1947,6947,09/08/2024,,ups,In Transit
1948,6948,14/12/2024,23/12/2024,dhl,Returned
1949,6949,19/08/2024,,fedex,Delivered
1950,6950,17/04/2020,27/04/2020,fedex,Returned
1951,6951,26/01/2022,29/01/2022,ups,Returned
1952,6952,03/11/2023,,dhl,Delivered
1953,6953,21/05/2024,,dhl,In Transit
1954,6954,21/05/2024,,fedex,Delivered
1955,6955,18/05/2021,,ups,In Transit
1956,6956,04/08/2021,14/08/2021,fedex,Returned
1957,6957,04/10/2024,,fedex,Delivered
1958,6958,21/09/2024,,dhl,Delivered
1959,6959,15/08/2022,,bluedart,Delivered
1960,6960,12/06/2022,18/06/2022,ups,Returned
1961,6961,05/08/2024,,fedex,Delivered
1962,6962,15/10/2020,,fedex,In Transit
1963,6963,19/11/2020,23/11/2020,bluedart,Returned
1964,6964,01/03/2023,07/03/2023,bluedart,Returned
1965,6965,20/02/2022,23/02/2022,ups,Returned
1966,6966,02/08/2024,,dhl,Delivered
1967,6967,20/06/2023,25/06/2023,ups,Returned
1968,6968,21/01/2023,,fedex,Delivered
1969,6969,01/05/2020,,fedex,Delivered
1970,6970,05/02/2023,,fedex,Delivered
1971,6971,09/04/2024,19/04/2024,dhl,Returned
1972,6972,14/11/2023,,fedex,In Transit
1973,6973,21/11/2021,27/11/2021,dhl,Returned
1974,6974,28/05/2023,,bluedart,In Transit
1975,6975,26/05/2022,29/05/2022,dhl,Returned
1976,6976,23/09/2022,,dhl,Delivered
1977,6977,11/10/2021,,bluedart,In Transit
1978,6978,26/05/2022,,ups,Delivered
1979,6979,30/04/2020,,dhl,Delivered
1980,6980,10/05/2021,,ups,Delivered
1981,6981,12/01/2021,18/01/2021,fedex,Returned
1982,6982,19/06/2020,,bluedart,Delivered
1983,6983,14/02/2023,,dhl,In Transit
1984,6984,18/10/2024,25/10/2024,dhl,Returned
1985,6985,22/03/2020,,fedex,Delivered
1986,6986,15/01/2022,,fedex,Delivered
1987,6987,24/11/2024,27/11/2024,fedex,Returned
1988,6988,14/04/2022,,dhl,Delivered
1989,6989,15/02/2024,18/02/2024,bluedart,Returned
1990,6990,16/03/2023,25/03/2023,fedex,Returned
1991,6991,12/06/2024,,fedex,Delivered
1992,6992,02/03/2023,,fedex,In Transit
1993,6993,07/03/2023,11/03/2023,bluedart,Returned
1994,6994,01/04/2023,,ups,Delivered
1995,6995,04/11/2023,,ups,In Transit
1996,6996,31/07/2022,06/08/2022,bluedart,Returned
1997,6997,07/04/2023,,bluedart,In Transit
1998,6998,18/09/2024,,ups,Delivered
1999,6999,20/02/2021,,bluedart,In Transit
2000,7000,26/10/2022,05/11/2022,ups,Returned
2001,7001,02/07/2024,,bluedart,In Transit
2002,7002,10/01/2023,20/01/2023,ups,Returned
2003,7003,03/11/2024,,fedex,In Transit
2004,7004,04/12/2021,,fedex,In Transit
2005,7005,14/10/2023,,ups,Delivered
2006,7006,12/03/2021,,bluedart,Delivered
2007,7007,04/01/2020,,fedex,In Transit
2008,7008,05/05/2020,,fedex,Delivered
2009,7009,20/02/2021,,fedex,Delivered
2010,7010,07/04/2020,,fedex,In Transit
2011,7011,04/09/2022,07/09/2022,ups,Returned
2012,7012,28/07/2020,,dhl,In Transit
2013,7013,02/08/2022,,bluedart,In Transit
2014,7014,12/09/2021,,dhl,In Transit
2015,7015,06/06/2024,,dhl,In Transit
2016,7016,31/01/2022,07/02/2022,bluedart,Returned
2017,7017,03/07/2023,10/07/2023,ups,Returned
2018,7018,19/01/2024,,bluedart,Delivered
2019,7019,18/10/2023,,fedex,In Transit
2020,7020,01/11/2021,,bluedart,In Transit
2021,7021,12/11/2021,,ups,Delivered
2022,7022,19/02/2020,24/02/2020,dhl,Returned
2023,7023,25/09/2024,29/09/2024,ups,Returned
2024,7024,07/10/2021,,ups,In Transit
2025,7025,24/03/2020,,dhl,In Transit
2026,7026,17/04/2020,,fedex,Delivered
2027,7027,27/07/2020,,dhl,In Transit
2028,7028,16/11/2021,,ups,In Transit
2029,7029,05/08/2021,,ups,Delivered
2030,7030,05/11/2022,,ups,In Transit
2031,7031,23/07/2021,28/07/2021,bluedart,Returned
2032,7032,26/05/2022,31/05/2022,fedex,Returned
2033,7033,05/08/2021,,bluedart,In Transit
2034,7034,08/04/2022,,bluedart,Delivered
2035,7035,30/11/2020,05/12/2020,fedex,Returned
2036,7036,04/03/2021,,fedex,In Transit
2037,7037,18/06/2022,,dhl,Delivered
2038,7038,17/06/2020,26/06/2020,bluedart,Returned
2039,7039,17/07/2022,,ups,In Transit
2040,7040,13/12/2021,17/12/2021,dhl,Returned
2041,7041,01/08/2024,04/08/2024,dhl,Returned
2042,7042,21/06/2022,,dhl,In Transit
2043,7043,09/01/2021,,fedex,In Transit
2044,7044,17/03/2022,,ups,Delivered
2045,7045,06/09/2020,,bluedart,In Transit
2046,7046,22/11/2024,,bluedart,In Transit
2047,7047,17/06/2023,21/06/2023,dhl,Returned
2048,7048,01/02/2021,,ups,Delivered
2049,7049,12/08/2023,18/08/2023,ups,Returned
2050,7050,06/08/2022,,ups,Delivered
2051,7051,02/07/2023,08/07/2023,dhl,Returned
2052,7052,17/05/2021,20/05/2021,dhl,Returned
2053,7053,26/08/2024,30/08/2024,bluedart,Returned
2054,7054,07/01/2023,14/01/2023,fedex,Returned
2055,7055,21/12/2023,29/12/2023,bluedart,Returned
2056,7056,14/04/2021,,fedex,Delivered
2057,7057,15/03/2023,,dhl,In Transit
2058,7058,04/05/2020,07/05/2020,fedex,Returned
2059,7059,08/05/2020,,dhl,In Transit
2060,7060,25/11/2021,,dhl,In Transit
2061,7061,01/04/2020,08/04/2020,ups,Returned
2062,7062,25/05/2021,04/06/2021,bluedart,Returned
2063,7063,29/04/2021,08/05/2021,bluedart,Returned
2064,7064,14/04/2022,,fedex,In Transit
2065,7065,25/10/2021,,fedex,Delivered
2066,7066,30/10/2020,09/11/2020,ups,Returned
2067,7067,26/07/2020,,fedex,Delivered
2068,7068,08/10/2021,15/10/2021,ups,Returned
2069,7069,03/12/2023,,bluedart,In Transit
2070,7070,13/11/2020,,fedex,Delivered
2071,7071,06/04/2024,,ups,In Transit
2072,7072,08/04/2023,11/04/2023,ups,Returned
2073,7073,13/07/2022,18/07/2022,bluedart,Returned
2074,7074,16/03/2022,,fedex,Delivered
2075,7075,22/02/2021,,fedex,Delivered
2076,7076,01/01/2023,,dhl,In Transit
2077,7077,08/02/2022,17/02/2022,dhl,Returned
2078,7078,07/05/2020,10/05/2020,dhl,Returned
2079,7079,12/10/2024,16/10/2024,ups,Returned
2080,7080,27/11/2024,,ups,In Transit
2081,7081,03/02/2022,,bluedart,Delivered
2082,7082,27/03/2022,,bluedart,In Transit
2083,7083,07/09/2022,,dhl,In Transit
2084,7084,09/08/2023,,bluedart,Delivered
2085,7085,02/07/2023,,bluedart,In Transit
2086,7086,11/06/2021,,fedex,In Transit
2087,7087,03/08/2024,12/08/2024,dhl,Returned
2088,7088,20/02/2020,,dhl,In Transit
2089,7089,22/05/2021,01/06/2021,dhl,Returned
2090,7090,06/03/2022,,ups,In Transit
2091,7091,05/02/2023,12/02/2023,bluedart,Returned
2092,7092,19/09/2024,28/09/2024,dhl,Returned
2093,7093,21/11/2023,,dhl,Delivered
2094,7094,17/02/2023,,dhl,Delivered
2095,7095,11/01/2021,,dhl,In Transit
2096,7096,19/03/2023,,dhl,Delivered
2097,7097,02/06/2024,,dhl,Delivered
2098,7098,02/01/2025,10/01/2025,dhl,Returned
2099,7099,24/03/2023,28/03/2023,bluedart,Returned
2100,7100,15/01/2023,24/01/2023,dhl,Returned
2101,7101,01/12/2022,,bluedart,In Transit
2102,7102,14/11/2023,,ups,Delivered
2103,7103,27/01/2020,01/02/2020,dhl,Returned
2104,7104,25/05/2021,,dhl,In Transit
2105,7105,10/05/2024,,fedex,In Transit
2106,7106,24/04/2022,,fedex,In Transit
2107,7107,19/07/2022,,ups,Delivered
2108,7108,03/01/2025,,bluedart,Delivered
2109,7109,08/09/2024,16/09/2024,ups,Returned
2110,7110,21/02/2024,26/02/2024,fedex,Returned
2111,7111,23/02/2020,,fedex,Delivered
2112,7112,01/03/2020,09/03/2020,fedex,Returned
2113,7113,08/11/2024,,ups,In Transit
2114,7114,26/08/2022,,dhl,Delivered
2115,7115,30/06/2020,,fedex,In Transit
2116,7116,20/09/2020,,dhl,Delivered
2117,7117,11/05/2024,,dhl,In Transit
2118,7118,18/09/2024,21/09/2024,bluedart,Returned
2119,7119,07/02/2024,,dhl,Delivered
2120,7120,02/07/2022,,dhl,In Transit
2121,7121,25/11/2020,,ups,In Transit
2122,7122,01/05/2022,,bluedart,In Transit
2123,7123,17/12/2021,,bluedart,In Transit
2124,7124,02/02/2024,,bluedart,In Transit
2125,7125,13/06/2024,,ups,In Transit
2126,7126,23/06/2021,01/07/2021,fedex,Returned
2127,7127,29/06/2020,,dhl,Delivered
2128,7128,08/12/2022,11/12/2022,dhl,Returned
2129,7129,06/07/2023,,ups,Delivered
2130,7130,02/02/2020,,dhl,Delivered
2131,7131,09/04/2020,,ups,In Transit
2132,7132,17/05/2021,,fedex,Delivered
2133,7133,05/07/2024,09/07/2024,fedex,Returned
2134,7134,06/06/2021,,ups,Delivered
2135,7135,24/11/2024,,bluedart,In Transit
2136,7136,13/04/2023,,dhl,Delivered
2137,7137,25/12/2024,,fedex,In Transit
2138,7138,30/09/2024,,fedex,In Transit
2139,7139,24/08/2021,,bluedart,In Transit
2140,7140,17/12/2022,20/12/2022,fedex,Returned
2141,7141,21/07/2021,25/07/2021,bluedart,Returned
2142,7142,19/07/2020,23/07/2020,ups,Returned
2143,7143,22/03/2024,27/03/2024,fedex,Returned
2144,7144,30/11/2021,,ups,Delivered
2145,7145,11/02/2022,,bluedart,In Transit
2146,7146,21/09/2020,,dhl,Delivered
2147,7147,18/08/2020,,ups,In Transit
2148,7148,01/01/2024,,ups,In Transit
2149,7149,10/10/2020,,dhl,In Transit
2150,7150,10/04/2024,,fedex,In Transit
2151,7151,23/08/2024,,ups,In Transit
2152,7152,30/07/2020,03/08/2020,bluedart,Returned
2153,7153,14/02/2022,23/02/2022,fedex,Returned
2154,7154,21/07/2020,,ups,In Transit
2155,7155,07/02/2021,14/02/2021,ups,Returned
2156,7156,22/08/2020,,bluedart,Delivered
2157,7157,19/04/2021,,ups,Delivered
2158,7158,11/05/2021,,ups,In Transit
2159,7159,15/04/2024,,ups,Delivered
