order_id,order_date,customer_id,seller_id,order_status
7865,05/01/2022,114,39,Inprogress
7866,26/08/2020,100,26,Completed
7867,01/02/2022,280,42,Inprogress
7868,07/09/2022,231,45,Completed
7869,12/07/2024,569,34,Completed
7870,12/07/2020,379,48,Completed
7871,14/02/2023,261,18,Completed
7872,15/11/2021,334,13,Completed
7873,28/09/2020,387,28,Inprogress
7874,28/01/2024,323,39,Inprogress
7875,05/06/2020,595,15,Completed
7876,01/10/2024,137,51,Inprogress
7877,18/07/2022,157,29,Completed
7878,01/02/2024,138,31,Completed
7879,14/05/2021,890,46,Inprogress
7880,25/11/2020,728,45,Completed
7881,06/04/2022,81,40,Completed
7882,31/07/2020,476,15,Inprogress
7883,22/06/2021,443,16,Inprogress
7884,16/05/2021,347,46,Inprogress
7885,29/06/2021,60,52,Completed
7886,27/02/2023,672,18,Completed
7887,23/01/2023,525,46,Inprogress
7888,21/07/2021,24,27,Completed
7889,31/10/2020,199,13,Inprogress
7890,13/03/2022,95,10,Inprogress
7891,01/05/2024,500,8,Completed
7892,08/12/2020,180,19,Inprogress
7893,19/12/2021,784,53,Completed
7894,09/06/2024,356,2,Inprogress
7895,06/11/2022,596,52,Inprogress
7896,25/11/2021,266,12,Inprogress
7897,21/06/2020,428,14,Inprogress
7898,26/01/2024,300,40,Inprogress
7899,31/05/2022,624,29,Completed
7900,27/02/2020,284,44,Completed
7901,07/05/2023,396,54,Completed
7902,14/10/2024,888,17,Completed
7903,04/11/2024,377,24,Inprogress
7904,22/03/2021,179,44,Completed
7905,24/11/2021,504,36,Inprogress
7906,24/06/2023,650,16,Inprogress
7907,26/05/2023,271,21,Inprogress
7908,20/10/2021,746,32,Inprogress
7909,24/07/2020,46,34,Completed
7910,26/01/2020,882,46,Completed
7911,24/05/2022,292,40,Completed
7912,10/11/2023,431,9,Inprogress
7913,28/05/2023,453,7,Inprogress
7914,14/09/2023,779,45,Inprogress
7915,06/09/2022,49,50,Completed
7916,27/06/2023,319,26,Completed
7917,05/01/2021,56,47,Inprogress
7918,05/09/2021,334,18,Inprogress
7919,27/02/2020,200,52,Completed
7920,15/10/2022,29,12,Completed
7921,02/03/2022,828,24,Completed
7922,13/02/2020,400,37,Inprogress
7923,25/11/2021,719,32,Inprogress
7924,18/09/2024,305,51,Inprogress
7925,20/02/2023,572,21,Inprogress
7926,30/11/2024,205,39,Inprogress
7927,04/07/2024,183,54,Completed
7928,30/03/2022,89,33,Completed
7929,15/06/2020,244,39,Inprogress
7930,03/08/2020,569,2,Completed
7931,15/05/2021,131,37,Inprogress
7932,19/01/2023,115,51,Completed
7933,16/10/2022,617,30,Completed
7934,29/09/2022,645,18,Completed
7935,22/04/2020,54,30,Completed
7936,08/10/2022,398,49,Completed
7937,31/12/2020,110,5,Inprogress
7938,05/12/2020,233,4,Completed
7939,30/06/2021,566,51,Completed
7940,26/05/2023,473,49,Completed
7941,09/07/2021,781,12,Inprogress
7942,17/02/2021,651,38,Completed
7943,26/02/2020,353,16,Completed
7944,06/02/2024,654,4,Completed
7945,05/01/2023,311,42,Completed
7946,29/08/2024,14,49,Inprogress
7947,01/06/2021,438,52,Inprogress
7948,25/01/2023,462,19,Completed
7949,17/11/2022,708,5,Completed
7950,12/10/2020,424,55,Completed
7951,16/10/2023,427,28,Inprogress
7952,23/02/2023,741,34,Completed
7953,30/01/2021,647,55,Inprogress
7954,19/04/2024,532,8,Completed
7955,23/08/2024,661,13,Completed
7956,01/12/2023,227,29,Completed
7957,06/03/2021,439,13,Inprogress
7958,22/10/2022,359,6,Completed
7959,26/09/2020,132,41,Completed
7960,07/12/2024,831,21,Inprogress
7961,19/08/2021,696,12,Completed
7962,27/03/2024,144,12,Inprogress
7963,17/08/2021,587,52,Inprogress
7964,26/06/2022,873,45,Completed
7965,27/01/2021,875,55,Completed
7966,19/06/2022,795,24,Completed
7967,08/01/2020,86,9,Inprogress
7968,13/01/2020,179,10,Completed
7969,10/11/2024,188,19,Completed
7970,02/05/2021,562,52,Inprogress
7971,25/11/2020,630,11,Completed
7972,12/08/2022,629,41,Inprogress
7973,02/07/2021,514,36,Completed
7974,11/08/2020,792,26,Completed
7975,21/06/2024,323,50,Inprogress
7976,02/05/2024,213,28,Inprogress
7977,06/03/2024,674,37,Inprogress
7978,11/03/2024,856,31,Completed
7979,22/05/2023,80,54,Completed
7980,23/05/2023,27,34,Completed
7981,06/11/2020,818,9,Completed
7982,23/05/2020,116,31,Inprogress
7983,04/06/2024,379,35,Completed
7984,06/11/2022,174,17,Completed
7985,24/04/2021,45,3,Completed
7986,09/12/2024,652,48,Inprogress
7987,02/11/2021,265,19,Inprogress
7988,26/11/2021,96,8,Completed
7989,19/10/2021,176,27,Inprogress
7990,17/12/2021,184,37,Completed
7991,09/02/2020,151,6,Completed
7992,13/11/2021,487,21,Completed
7993,02/08/2024,771,49,Inprogress
7994,02/07/2024,749,29,Inprogress
7995,13/10/2020,165,35,Inprogress
7996,05/03/2023,697,30,Completed
7997,05/01/2021,568,22,Inprogress
7998,30/08/2021,771,50,Inprogress
7999,20/04/2023,100,10,Completed
8000,21/10/2023,375,30,Inprogress
8001,17/03/2021,46,20,Inprogress
8002,19/01/2020,696,9,Completed
8003,27/06/2020,699,17,Inprogress
8004,17/05/2024,185,26,Completed
8005,24/11/2022,619,55,Completed
8006,24/10/2020,154,7,Completed
8007,11/10/2024,744,52,Completed
8008,03/05/2020,743,27,Completed
8009,31/08/2023,502,21,Completed
8010,03/06/2020,74,43,Inprogress
8011,16/05/2023,65,19,Completed
8012,04/03/2023,162,38,Completed
8013,23/10/2021,881,23,Inprogress
8014,19/12/2020,76,32,Completed
8015,23/03/2022,540,7,Inprogress
8016,08/01/2020,724,35,Completed
8017,07/12/2021,85,53,Completed
8018,25/07/2022,90,5,Inprogress
8019,24/02/2020,453,19,Inprogress
8020,06/03/2023,230,19,Inprogress
8021,15/02/2020,847,28,Inprogress
8022,17/06/2020,207,38,Inprogress
8023,06/06/2022,662,30,Completed
8024,29/12/2024,640,41,Inprogress
8025,29/03/2020,396,17,Completed
8026,20/06/2024,584,5,Inprogress
8027,14/07/2024,496,9,Inprogress
8028,11/06/2022,405,50,Inprogress
8029,20/02/2022,364,47,Inprogress
8030,10/07/2024,601,2,Completed
8031,05/04/2023,758,37,Completed
8032,20/10/2023,693,12,Inprogress
8033,21/10/2020,161,35,Inprogress
8034,27/12/2021,488,18,Inprogress
8035,02/06/2023,182,52,Inprogress
8036,20/02/2021,361,54,Inprogress
8037,04/07/2024,632,18,Inprogress
8038,04/10/2021,482,6,Completed
8039,01/07/2024,70,23,Completed
8040,29/07/2023,224,26,Inprogress
8041,15/08/2020,727,26,Inprogress
8042,24/03/2022,419,32,Completed
8043,18/04/2023,190,28,Inprogress
8044,18/09/2020,832,41,Inprogress
8045,04/09/2024,600,45,Completed
8046,01/03/2020,754,24,Completed
8047,01/10/2021,155,47,Inprogress
8048,24/08/2022,241,21,Inprogress
8049,10/03/2020,269,14,Inprogress
8050,14/10/2022,258,9,Completed
8051,14/04/2023,753,47,Inprogress
8052,02/05/2022,468,50,Inprogress
8053,27/12/2024,848,46,Inprogress
8054,05/02/2022,187,35,Inprogress
8055,12/11/2024,771,37,Completed
8056,15/08/2024,218,4,Completed
8057,14/08/2023,766,21,Completed
8058,17/07/2021,275,24,Inprogress
8059,28/07/2022,262,2,Inprogress
8060,27/11/2020,164,24,Completed
8061,11/07/2024,104,52,Completed
8062,30/11/2023,479,23,Inprogress
8063,21/05/2024,143,55,Inprogress
8064,21/07/2024,136,15,Completed
8065,02/02/2022,214,43,Inprogress
8066,05/12/2021,376,29,Inprogress
8067,25/06/2020,41,15,Inprogress
8068,13/07/2021,528,29,Inprogress
8069,10/06/2023,731,50,Inprogress
8070,16/10/2023,406,54,Inprogress
8071,01/03/2020,69,22,Completed
8072,22/11/2022,691,41,Inprogress
8073,30/05/2022,618,21,Inprogress
8074,11/03/2022,809,30,Inprogress
8075,03/07/2020,706,17,Inprogress
8076,20/03/2020,26,15,Inprogress
8077,14/11/2023,352,18,Completed
8078,21/02/2022,233,19,Inprogress
8079,02/08/2021,893,50,Inprogress
8080,09/05/2021,205,4,Completed
8081,27/08/2021,567,25,Inprogress
8082,16/06/2020,359,51,Completed
8083,01/07/2023,100,39,Completed
8084,28/07/2022,490,20,Inprogress
8085,06/12/2021,623,51,Completed
8086,24/10/2024,559,16,Inprogress
8087,28/01/2024,344,37,Inprogress
8088,27/12/2024,227,34,Completed
8089,27/11/2024,623,4,Inprogress
8090,29/01/2023,669,22,Inprogress
8091,11/03/2020,726,11,Completed
8092,29/11/2020,896,50,Completed
8093,22/08/2022,896,45,Completed
8094,16/12/2020,464,30,Completed
8095,03/12/2023,5,5,Completed
8096,17/02/2020,716,9,Completed
8097,07/06/2020,735,9,Completed
8098,24/11/2022,62,1,Inprogress
8099,07/03/2023,236,34,Inprogress
8100,05/06/2023,533,36,Inprogress
8101,22/04/2020,217,17,Inprogress
8102,10/04/2021,369,35,Completed
8103,15/04/2022,349,40,Inprogress
8104,23/11/2023,230,25,Completed
8105,27/07/2024,639,54,Inprogress
8106,16/12/2020,872,15,Inprogress
8107,15/02/2022,596,34,Completed
8108,09/01/2021,571,48,Completed
8109,16/10/2023,219,18,Inprogress
8110,16/04/2022,656,42,Completed
8111,05/11/2023,503,25,Completed
8112,15/08/2024,108,38,Completed
8113,27/01/2020,163,27,Completed
8114,31/10/2020,714,49,Completed
8115,13/12/2023,256,35,Inprogress
8116,19/02/2024,513,12,Inprogress
8117,10/10/2022,477,15,Completed
8118,29/10/2024,18,4,Inprogress
8119,25/12/2022,46,19,Completed
8120,22/01/2022,236,21,Completed
8121,22/04/2024,153,14,Completed
8122,05/09/2020,226,40,Inprogress
8123,06/01/2023,859,6,Inprogress
8124,13/05/2023,469,15,Inprogress
8125,13/01/2022,234,42,Completed
8126,27/01/2022,281,53,Completed
8127,06/12/2022,671,36,Inprogress
8128,20/11/2020,243,32,Inprogress
8129,07/10/2024,798,12,Completed
8130,15/08/2023,293,32,Inprogress
8131,02/03/2022,590,29,Completed
8132,28/11/2024,413,1,Completed
8133,30/06/2024,652,30,Completed
8134,26/06/2021,329,32,Inprogress
8135,05/10/2022,331,36,Inprogress
8136,06/03/2022,150,8,Completed
8137,16/01/2020,592,21,Inprogress
8138,16/04/2022,231,1,Inprogress
8139,21/05/2023,703,23,Completed
8140,16/10/2023,489,30,Inprogress
8141,02/08/2023,245,15,Completed
8142,19/03/2022,213,52,Completed
8143,26/03/2021,828,8,Inprogress
8144,04/11/2023,129,15,Completed
8145,05/08/2024,500,28,Completed
8146,19/12/2022,311,15,Completed
8147,03/04/2022,320,17,Inprogress
8148,03/08/2021,60,40,Inprogress
8149,09/04/2021,524,9,Inprogress
8150,15/06/2020,223,34,Completed
8151,05/11/2020,240,18,Completed
8152,19/06/2021,673,19,Inprogress
8153,24/07/2021,706,44,Completed
8154,20/04/2023,112,37,Inprogress
8155,14/12/2023,129,18,Completed
8156,22/11/2024,829,16,Inprogress
8157,14/02/2024,342,13,Inprogress
8158,21/12/2024,509,39,Inprogress
8159,27/09/2021,75,1,Completed
8160,13/11/2023,632,41,Inprogress
8161,28/11/2021,365,15,Completed
8162,21/05/2023,270,24,Completed
8163,14/10/2024,62,34,Inprogress
8164,05/08/2021,795,3,Completed
8165,20/05/2022,769,45,Inprogress
8166,08/06/2024,36,36,Completed
8167,26/08/2020,489,34,Inprogress
8168,21/12/2024,354,1,Completed
8169,21/02/2021,355,29,Inprogress
8170,21/12/2020,235,44,Completed
8171,22/09/2022,548,42,Inprogress
8172,04/08/2022,30,38,Inprogress
8173,15/10/2024,575,25,Completed
8174,13/08/2022,311,26,Completed
8175,05/08/2022,87,26,Completed
8176,24/12/2023,414,43,Inprogress
8177,22/03/2021,415,18,Inprogress
8178,03/07/2020,370,17,Completed
8179,31/07/2023,137,7,Inprogress
8180,16/08/2024,443,12,Inprogress
8181,25/07/2022,170,30,Inprogress
8182,07/11/2021,373,49,Completed
8183,02/08/2023,694,6,Inprogress
8184,07/06/2023,895,36,Completed
8185,25/03/2022,28,32,Inprogress
8186,25/12/2024,401,30,Inprogress
8187,21/12/2024,792,37,Inprogress
8188,07/10/2022,398,48,Completed
8189,20/01/2020,446,15,Completed
8190,22/03/2023,168,55,Completed
8191,23/06/2021,731,41,Inprogress
8192,05/11/2020,194,27,Completed
8193,23/01/2020,454,33,Completed
8194,25/06/2024,197,53,Inprogress
8195,15/05/2023,710,32,Completed
8196,09/06/2023,415,7,Completed
8197,25/03/2022,35,8,Inprogress
8198,11/04/2021,480,7,Inprogress
8199,08/11/2020,93,15,Inprogress
8200,13/04/2023,680,46,Inprogress
8201,01/03/2022,333,15,Inprogress
8202,09/12/2023,241,30,Inprogress
8203,29/03/2024,211,48,Completed
8204,22/07/2021,351,50,Inprogress
8205,08/06/2024,551,51,Inprogress
8206,28/09/2022,815,15,Completed
8207,05/08/2023,391,12,Completed
8208,09/12/2022,568,35,Completed
8209,23/04/2024,157,19,Completed
8210,19/09/2022,556,47,Inprogress
8211,08/03/2021,263,5,Completed
8212,15/01/2021,337,52,Inprogress
8213,10/03/2020,890,10,Completed
8214,11/07/2023,690,40,Inprogress
8215,02/02/2023,40,19,Completed
8216,29/02/2020,690,44,Inprogress
8217,18/10/2020,246,4,Inprogress
8218,31/08/2022,549,10,Completed
8219,15/12/2024,460,27,Completed
8220,09/10/2022,634,2,Completed
8221,29/01/2023,72,29,Completed
8222,14/06/2022,261,15,Completed
8223,26/09/2022,692,33,Completed
8224,29/10/2021,188,34,Inprogress
8225,30/04/2024,822,43,Completed
8226,21/07/2020,419,2,Inprogress
8227,08/09/2022,788,39,Inprogress
8228,15/01/2020,376,55,Inprogress
8229,04/02/2021,598,32,Inprogress
8230,07/10/2024,157,35,Completed
8231,10/12/2022,266,31,Inprogress
8232,05/05/2022,387,35,Completed
8233,27/01/2024,539,10,Inprogress
8234,02/09/2021,711,50,Inprogress
8235,20/11/2023,125,48,Completed
8236,23/02/2020,143,18,Completed
8237,18/02/2024,188,29,Completed
8238,22/11/2022,636,52,Completed
8239,21/05/2023,658,26,Inprogress
8240,09/12/2024,552,22,Inprogress
8241,29/10/2023,696,41,Completed
8242,28/05/2021,688,54,Inprogress
8243,28/06/2021,757,22,Completed
8244,18/03/2022,484,44,Completed
8245,03/01/2021,608,30,Inprogress
8246,06/11/2024,100,18,Completed
8247,27/12/2024,226,27,Completed
8248,03/10/2023,363,31,Completed
8249,30/10/2022,288,32,Completed
8250,22/11/2022,866,51,Completed
8251,09/01/2021,428,47,Inprogress
8252,15/01/2022,467,20,Completed
8253,10/03/2023,191,31,Completed
8254,11/04/2024,118,1,Inprogress
8255,28/07/2020,295,49,Inprogress
8256,09/04/2023,515,32,Completed
8257,09/06/2023,851,46,Inprogress
8258,16/08/2022,305,2,Completed
8259,16/09/2021,504,11,Completed
8260,13/08/2023,224,2,Inprogress
8261,04/03/2022,109,51,Completed
8262,24/05/2020,890,51,Inprogress
8263,04/05/2023,386,7,Inprogress
8264,31/03/2020,356,38,Inprogress
8265,06/06/2021,290,21,Completed
8266,15/11/2021,80,27,Completed
8267,12/11/2024,762,37,Inprogress
8268,31/03/2021,415,17,Completed
8269,07/01/2020,583,14,Completed
8270,20/09/2021,638,5,Inprogress
8271,20/01/2022,137,13,Inprogress
8272,24/02/2021,372,29,Inprogress
8273,03/06/2020,835,29,Completed
8274,16/06/2021,541,13,Completed
8275,07/01/2021,12,24,Completed
8276,24/10/2021,876,28,Inprogress
8277,10/01/2024,828,55,Completed
8278,03/08/2023,224,2,Completed
8279,12/12/2024,291,55,Inprogress
8280,06/10/2022,621,42,Completed
8281,22/10/2023,425,3,Inprogress
8282,18/04/2021,317,5,Inprogress
8283,08/09/2022,124,30,Inprogress
8284,22/01/2022,51,18,Completed
8285,29/09/2024,247,47,Completed
8286,12/03/2023,516,33,Completed
8287,21/07/2023,399,7,Inprogress
8288,26/02/2023,803,36,Inprogress
8289,09/11/2022,746,35,Inprogress
8290,09/01/2023,320,22,Inprogress
8291,09/04/2020,308,18,Completed
8292,30/03/2021,825,21,Completed
8293,28/11/2020,816,8,Inprogress
8294,21/06/2023,478,48,Completed
8295,02/06/2024,377,50,Inprogress
8296,19/12/2022,550,34,Completed
8297,24/03/2022,520,26,Inprogress
8298,09/08/2020,555,54,Completed
8299,16/04/2021,73,54,Completed
8300,13/05/2022,328,38,Completed
8301,21/02/2022,766,10,Inprogress
8302,18/08/2021,291,1,Completed
8303,23/06/2024,411,12,Completed
8304,24/12/2021,202,12,Completed
8305,04/02/2024,400,12,Inprogress
8306,01/12/2021,885,5,Completed
8307,16/04/2020,725,44,Inprogress
8308,06/06/2020,717,52,Inprogress
8309,28/07/2020,897,2,Inprogress
8310,06/08/2022,577,51,Inprogress
8311,18/01/2022,366,12,Inprogress
8312,18/01/2024,341,5,Completed
8313,30/08/2022,490,42,Completed
8314,01/02/2023,792,26,Completed
8315,04/02/2020,236,8,Completed
8316,01/10/2021,93,10,Inprogress
8317,10/02/2021,101,40,Completed
8318,11/08/2021,642,53,Completed
8319,27/09/2022,404,15,Completed
8320,04/10/2023,149,23,Inprogress
8321,19/05/2024,676,29,Inprogress
8322,07/08/2023,310,43,Completed
8323,27/05/2021,614,37,Inprogress
8324,23/08/2020,426,42,Completed
8325,16/05/2021,199,26,Completed
8326,02/10/2021,178,44,Completed
8327,30/11/2022,380,41,Inprogress
8328,03/02/2024,197,34,Completed
8329,06/11/2020,616,31,Completed
8330,06/09/2024,113,27,Inprogress
8331,08/07/2023,568,54,Inprogress
8332,11/12/2024,22,45,Completed
8333,17/03/2022,638,53,Inprogress
8334,12/09/2022,696,44,Completed
8335,12/10/2021,440,6,Inprogress
8336,20/12/2022,447,9,Completed
8337,13/01/2021,411,18,Completed
8338,13/07/2022,97,23,Completed
8339,02/03/2022,359,13,Completed
8340,27/06/2021,463,22,Inprogress
8341,24/04/2024,336,29,Completed
8342,25/06/2020,246,43,Inprogress
8343,25/12/2024,356,42,Completed
8344,23/07/2022,797,20,Completed
8345,24/04/2020,296,15,Inprogress
8346,10/12/2023,322,37,Completed
8347,26/04/2022,813,31,Inprogress
8348,12/08/2024,375,17,Completed
8349,20/06/2020,709,52,Inprogress
8350,20/04/2023,63,11,Inprogress
8351,05/07/2022,463,13,Inprogress
8352,16/09/2021,259,52,Inprogress
8353,10/09/2020,188,41,Completed
8354,11/07/2020,748,7,Completed
8355,21/08/2021,845,8,Inprogress
8356,14/12/2020,13,24,Inprogress
8357,17/05/2020,93,50,Inprogress
8358,25/11/2022,831,15,Completed
8359,07/04/2021,128,27,Inprogress
8360,06/07/2024,164,2,Completed
8361,19/08/2023,110,39,Completed
8362,30/11/2023,856,43,Inprogress
8363,23/05/2023,796,15,Inprogress
8364,11/06/2024,245,26,Inprogress
8365,08/03/2020,397,15,Inprogress
8366,04/01/2023,364,3,Completed
8367,05/05/2022,594,43,Inprogress
8368,26/10/2021,575,14,Completed
8369,26/06/2020,152,37,Inprogress
8370,05/08/2021,295,5,Inprogress
8371,10/02/2023,67,32,Completed
8372,07/01/2022,435,33,Completed
8373,17/07/2024,812,41,Completed
8374,09/03/2020,887,33,Inprogress
8375,08/05/2023,238,34,Inprogress
8376,03/08/2024,875,25,Inprogress
8377,05/11/2021,648,54,Inprogress
8378,22/06/2024,387,34,Completed
8379,12/11/2022,80,35,Inprogress
8380,03/02/2023,275,24,Completed
8381,16/08/2020,744,5,Inprogress
8382,30/03/2021,615,3,Inprogress
8383,03/01/2022,506,53,Inprogress
8384,18/01/2022,47,15,Inprogress
8385,10/01/2021,832,25,Completed
8386,27/03/2020,639,52,Inprogress
8387,18/05/2022,489,7,Completed
8388,29/11/2024,518,4,Completed
8389,18/11/2021,743,31,Completed
8390,20/08/2020,620,24,Inprogress
8391,28/09/2023,391,32,Inprogress
8392,08/05/2022,285,16,Completed
8393,01/05/2024,43,39,Completed
8394,21/08/2023,156,48,Completed
8395,23/12/2023,636,14,Completed
8396,10/02/2020,311,26,Inprogress
8397,13/12/2020,11,1,Inprogress
8398,30/09/2024,470,17,Inprogress
8399,20/11/2023,586,19,Inprogress
8400,11/10/2021,418,8,Completed
8401,30/08/2021,116,9,Completed
8402,07/04/2023,324,24,Completed
8403,04/04/2024,356,54,Completed
8404,03/12/2020,318,32,Inprogress
8405,19/09/2020,707,6,Inprogress
8406,07/11/2023,94,32,Completed
8407,13/08/2021,826,43,Inprogress
8408,18/05/2021,425,20,Completed
8409,02/11/2023,743,32,Completed
8410,26/07/2024,699,4,Inprogress
8411,28/07/2023,535,20,Inprogress
8412,20/03/2021,164,17,Completed
8413,31/08/2023,306,8,Completed
8414,29/03/2024,645,13,Inprogress
8415,28/12/2022,237,50,Inprogress
8416,07/10/2020,49,19,Completed
8417,07/09/2021,442,26,Completed
8418,27/10/2023,753,52,Completed
8419,30/11/2022,236,43,Inprogress
8420,22/04/2024,192,23,Inprogress
8421,27/09/2020,488,18,Inprogress
8422,12/03/2024,844,33,Completed
8423,09/10/2022,63,50,Inprogress
8424,27/09/2023,424,9,Inprogress
8425,29/02/2020,645,49,Completed
8426,02/04/2024,713,15,Completed
8427,29/01/2023,381,51,Completed
8428,03/01/2023,83,27,Completed
8429,01/10/2022,232,36,Inprogress
8430,09/11/2021,338,24,Inprogress
8431,28/12/2023,41,7,Inprogress
8432,15/08/2022,85,31,Completed
8433,27/05/2022,30,40,Completed
8434,26/10/2022,438,25,Completed
8435,06/01/2024,117,23,Completed
8436,11/04/2023,342,6,Inprogress
8437,23/06/2023,329,36,Completed
8438,15/06/2023,676,39,Completed
8439,27/07/2024,344,12,Inprogress
8440,15/09/2020,386,55,Completed
8441,08/09/2023,499,53,Inprogress
8442,12/02/2020,56,1,Inprogress
8443,30/06/2022,158,18,Completed
8444,25/05/2023,424,37,Completed
8445,21/01/2024,254,26,Inprogress
8446,23/06/2020,860,6,Inprogress
8447,07/04/2020,518,46,Completed
8448,13/12/2020,686,3,Inprogress
8449,21/01/2020,283,41,Completed
8450,29/05/2024,625,34,Completed
8451,02/05/2024,670,52,Inprogress
8452,25/07/2024,441,21,Completed
8453,18/07/2024,237,6,Completed
8454,22/03/2023,790,30,Completed
8455,07/05/2024,126,37,Inprogress
8456,01/03/2021,534,35,Inprogress
8457,01/12/2023,371,18,Inprogress
8458,07/10/2023,116,27,Inprogress
8459,30/09/2021,374,8,Inprogress
8460,07/04/2021,357,17,Inprogress
8461,07/06/2022,625,21,Completed
8462,24/07/2024,267,27,Inprogress
8463,14/12/2024,460,34,Inprogress
8464,27/07/2022,669,13,Inprogress
8465,25/01/2022,729,16,Inprogress
8466,13/06/2023,26,4,Completed
8467,05/04/2024,413,17,Inprogress
8468,17/04/2021,852,16,Inprogress
8469,03/06/2023,648,29,Completed
8470,04/07/2023,719,54,Completed
8471,10/03/2024,63,36,Completed
8472,15/06/2023,628,13,Inprogress
8473,06/12/2020,296,43,Completed
8474,05/07/2022,843,37,Completed
8475,17/01/2024,299,15,Completed
8476,22/12/2022,396,52,Completed
8477,05/10/2023,729,31,Completed
8478,11/06/2021,651,3,Inprogress
8479,23/02/2024,443,2,Inprogress
8480,14/09/2023,519,25,Inprogress
8481,02/09/2021,334,1,Completed
8482,15/02/2022,411,26,Inprogress
8483,02/05/2024,418,27,Completed
8484,13/09/2024,78,14,Inprogress
8485,12/06/2024,109,52,Inprogress
8486,25/08/2023,32,29,Inprogress
8487,13/10/2022,63,38,Completed
8488,03/07/2020,737,43,Inprogress
8489,27/02/2023,620,33,Completed
8490,10/11/2020,798,55,Completed
8491,18/05/2024,793,26,Inprogress
8492,29/12/2021,377,45,Inprogress
8493,27/03/2021,310,8,Completed
8494,03/04/2023,899,51,Inprogress
8495,03/05/2022,752,12,Completed
8496,16/04/2023,743,21,Inprogress
8497,07/01/2022,769,2,Completed
8498,05/01/2023,548,4,Inprogress
8499,23/06/2022,515,41,Inprogress
8500,11/04/2021,366,9,Completed
8501,21/12/2021,899,20,Completed
8502,07/08/2022,215,14,Inprogress
8503,14/11/2021,848,3,Inprogress
8504,28/06/2020,88,39,Completed
8505,04/01/2021,473,5,Completed
8506,02/06/2024,123,42,Completed
8507,17/11/2022,775,6,Inprogress
8508,25/07/2024,343,53,Inprogress
8509,13/03/2023,8,31,Inprogress
8510,25/03/2023,490,53,Inprogress
8511,13/07/2024,53,42,Inprogress
8512,08/04/2020,406,5,Completed
8513,09/06/2021,371,18,Completed
8514,10/02/2023,421,19,Completed
8515,28/05/2024,613,29,Completed
8516,22/12/2024,290,9,Inprogress
8517,11/10/2022,419,3,Completed
8518,08/09/2024,818,36,Inprogress
8519,30/01/2021,247,39,Inprogress
8520,13/07/2023,253,23,Completed
8521,28/11/2024,815,6,Inprogress
8522,20/08/2023,897,32,Completed
8523,01/06/2022,724,30,Completed
8524,17/12/2023,561,51,Inprogress
8525,28/12/2020,841,22,Completed
8526,16/02/2021,805,53,Inprogress
8527,07/02/2022,3,20,Inprogress
8528,22/03/2023,345,22,Inprogress
8529,07/08/2023,856,4,Completed
8530,29/01/2024,884,4,Completed
8531,14/11/2020,238,11,Completed
8532,18/01/2020,156,13,Completed
8533,19/07/2023,317,46,Completed
8534,23/12/2023,305,6,Completed
8535,13/06/2021,88,28,Inprogress
8536,25/05/2021,407,54,Completed
8537,15/05/2023,838,54,Completed
8538,05/09/2021,778,1,Completed
8539,25/09/2021,188,45,Inprogress
8540,25/09/2023,466,2,Completed
8541,18/05/2023,65,36,Completed
8542,05/01/2024,834,15,Completed
8543,08/06/2021,358,15,Completed
8544,23/09/2020,108,42,Inprogress
8545,11/02/2024,152,7,Completed
8546,27/07/2024,805,48,Inprogress
8547,18/04/2021,713,13,Completed
8548,13/10/2020,206,22,Completed
8549,25/05/2021,482,42,Inprogress
8550,22/10/2021,296,23,Inprogress
8551,24/05/2023,879,9,Inprogress
8552,27/08/2022,303,36,Inprogress
8553,03/10/2022,686,43,Completed
8554,20/01/2020,711,23,Inprogress
8555,01/12/2022,695,39,Inprogress
8556,28/11/2023,859,34,Completed
8557,21/04/2024,105,37,Completed
8558,03/02/2020,144,29,Completed
8559,01/02/2023,292,14,Completed
8560,19/08/2024,533,25,Inprogress
8561,28/11/2021,511,19,Completed
8562,19/02/2023,289,42,Completed
8563,29/04/2022,749,20,Inprogress
8564,13/03/2021,514,43,Inprogress
8565,27/08/2023,438,4,Completed
8566,08/05/2020,820,47,Inprogress
8567,24/05/2022,788,17,Inprogress
8568,01/08/2021,116,10,Inprogress
8569,16/04/2020,797,46,Inprogress
8570,26/11/2021,814,29,Completed
8571,19/12/2022,207,42,Inprogress
8572,02/05/2020,253,31,Completed
8573,01/10/2024,501,43,Inprogress
8574,17/02/2021,31,15,Inprogress
8575,31/08/2022,25,53,Completed
8576,15/01/2022,771,23,Completed
8577,30/10/2020,361,30,Completed
8578,09/04/2024,350,41,Inprogress
8579,31/10/2020,519,23,Inprogress
8580,24/10/2024,31,7,Inprogress
8581,21/04/2020,489,18,Inprogress
8582,05/01/2022,278,1,Completed
8583,11/07/2023,732,50,Inprogress
8584,03/09/2022,433,18,Completed
8585,16/11/2022,234,16,Inprogress
8586,29/09/2023,263,23,Inprogress
8587,07/08/2021,134,48,Completed
8588,22/11/2020,199,45,Inprogress
8589,22/12/2022,444,8,Completed
8590,17/10/2021,492,28,Inprogress
8591,20/04/2021,628,44,Completed
8592,14/07/2024,154,1,Inprogress
8593,15/08/2024,262,48,Inprogress
8594,29/11/2024,167,4,Inprogress
8595,08/04/2020,627,54,Completed
8596,08/10/2022,741,48,Completed
8597,12/09/2021,18,46,Completed
8598,14/01/2021,758,27,Completed
8599,03/05/2023,188,51,Inprogress
8600,25/11/2021,219,6,Inprogress
